Fwd_IAT_Max,Bwd_IAT_Max,PSH_Flag_Cnt,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Active_Max,Idle_Max,Label,Cat
0,75,0,40,0,30,0,0,2,60,0,75,Anomaly,Mirai
0,4475,0,0,0,0,0,0,2,0,0,4475,Anomaly,DoS
0,0,0,48,32,32,1,32,1,32,0,156,Anomaly,Mirai
283,0,0,1395.5,935.3333333,1388,3,2806,1,1388,0,283,Normal,Normal
0,133,0,2082,0,1388,0,0,2,2776,0,133,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,112,Anomaly,Mirai
0,73,0,0,0,0,0,0,3,0,0,73,Anomaly,Mirai
0,123,0,48,0,32,0,0,2,64,0,123,Anomaly,Mirai
0,130,0,1403,0,709,0,0,2,1418,0,130,Anomaly,Mirai
0,0,1,414,0,414,1,0,1,414,0,0,Anomaly,Scan
0,83,0,1850.666667,0,1388,0,0,3,4164,0,83,Anomaly,Mirai
0,116,0,1403,0,709,0,0,2,1418,0,116,Anomaly,MITM ARP Spoofing
0,77,0,38.4,0,32,0,0,5,160,0,77,Anomaly,Mirai
0,0,0,30,20,20,1,20,1,20,0,80,Anomaly,Mirai
73,0,0,0,0,0,2,0,1,0,0,75,Anomaly,MITM ARP Spoofing
74,0,0,0,0,0,2,0,1,0,0,76,Anomaly,Scan
0,3112,0,0,0,0,0,0,2,0,0,3112,Anomaly,DoS
0,112,0,2172,0,1448,0,0,2,2896,0,112,Anomaly,Mirai
0,79,0,41.6,0,33.6,0,0,5,168,0,79,Anomaly,Mirai
0,177,0,1747,0,1017,0,0,2,2034,0,177,Anomaly,MITM ARP Spoofing
0,120,0,1403,0,709,0,0,2,1418,0,120,Anomaly,Scan
0,71,0,2082,0,1388,0,0,2,2776,0,71,Anomaly,Mirai
0,10281,0,0,0,0,0,0,2,0,0,10281,Anomaly,DoS
0,0,0,30,20,20,1,20,1,20,0,77,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,85,Anomaly,Mirai
0,76,0,0,0,0,0,0,2,0,0,76,Anomaly,Scan
74,0,1,126.4,131.5,53,4,526,1,53,0,75,Anomaly,Mirai
0,2318,0,0,0,0,0,0,2,0,0,2318,Anomaly,DoS
0,118,0,0,0,0,0,0,2,0,0,118,Anomaly,Scan
29,0,0,22.5,18,18,3,54,1,18,0,29,Anomaly,Mirai
71,0,0,0,0,0,2,0,1,0,0,71,Anomaly,MITM ARP Spoofing
0,122,0,2172,0,1448,0,0,2,2896,0,122,Anomaly,MITM ARP Spoofing
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,85,Anomaly,Mirai
74,0,0,1906.666667,1430,1430,2,2860,1,1430,0,88,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,74,Anomaly,Mirai
0,119,0,2136,0,1424,0,0,2,2848,0,119,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,15,Anomaly,Mirai
0,347,0,1005.666667,241,694,1,241,2,1388,0,271,Normal,Normal
0,0,0,2082,1388,1388,1,1388,1,1388,0,277,Normal,Normal
18,0,0,40,32,32,3,96,1,32,0,47,Anomaly,Mirai
0,124,0,1930.666667,0,1448,0,0,3,4344,0,124,Anomaly,Mirai
73,0,0,0,0,0,2,0,1,0,0,74,Anomaly,Scan
0,0,0,2190,1460,1460,1,1460,1,1460,0,116,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,200,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,122,Anomaly,Mirai
133,0,0,1259.5,1430,374,3,4290,1,374,0,133,Anomaly,Mirai
21,0,0,24,18,18,2,36,1,18,0,21,Anomaly,Mirai
7,0,0,35.2,32,32,9,288,1,32,0,7,Anomaly,Mirai
76,0,0,1921.333333,1441,1441,2,2882,1,1441,0,143,Anomaly,Mirai
0,148,0,2082,0,1388,0,0,2,2776,0,148,Anomaly,Mirai
0,4301,0,0,0,0,0,0,2,0,0,4301,Anomaly,DoS
0,0,0,48,32,32,1,32,1,32,0,225,Anomaly,Mirai
227,0,0,1398,709,1388,2,1418,1,1388,0,227,Normal,Normal
10,0,0,42.66666667,32,32,2,64,1,32,0,12,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,81,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,189,Anomaly,Mirai
0,1150,0,0,0,0,0,0,2,0,0,1150,Anomaly,DoS
0,1460,0,0,0,0,0,0,2,0,0,1460,Anomaly,DoS
0,0,0,2145,1430,1430,1,1430,1,1430,0,149,Anomaly,Mirai
13,0,0,40,32,32,3,96,1,32,0,13,Anomaly,Mirai
26,0,0,22.5,18,18,3,54,1,18,0,26,Anomaly,Mirai
0,77,0,56,0,36,0,0,2,72,0,77,Anomaly,Mirai
0,256,0,2082,0,1388,0,0,2,2776,0,256,Normal,Normal
0,0,0,2145,1430,1430,1,1430,1,1430,0,72,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,184,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,145,Anomaly,Scan
120,0,0,1906.666667,1430,1430,2,2860,1,1430,0,120,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,120,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,80,Anomaly,Mirai
0,0,0,1508,120,1448,1,120,1,1448,0,127,Anomaly,Mirai
4,0,0,46.66666667,35,35,2,70,1,35,0,16,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,30,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,74,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,75,Anomaly,Mirai
0,6095,0,0,0,0,0,0,2,0,0,6095,Anomaly,DoS
0,72,0,2136,0,1424,0,0,2,2848,0,72,Anomaly,Mirai
0,70,0,370.8,0,370.8,0,0,5,1854,0,70,Anomaly,Mirai
0,76,0,0,0,0,0,0,5,0,0,76,Anomaly,Mirai
258,0,0,40,32,32,3,96,1,32,1,258,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,170,Anomaly,Mirai
0,125,0,1403,0,709,0,0,2,1418,0,125,Anomaly,MITM ARP Spoofing
0,0,0,27,18,18,1,18,1,18,0,10,Anomaly,Mirai
149,0,0,1906.666667,1430,1430,2,2860,1,1430,0,149,Anomaly,Mirai
73,0,0,1398,709,1388,2,1418,1,1388,0,82,Anomaly,Scan
0,77,0,2066,0,1372,0,0,2,2744,0,77,Anomaly,Mirai
0,178,0,2082,0,1388,0,0,2,2776,0,178,Anomaly,Mirai
0,0,0,2100,1400,1400,1,1400,1,1400,0,72,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,224,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,116,Anomaly,Mirai
70,0,0,1777.5,1416.666667,1430,3,4250,1,1430,0,70,Anomaly,Mirai
0,5572,0,0,0,0,0,0,2,0,0,5572,Anomaly,DoS
0,0,0,1540,1448,816,1,1448,1,816,0,74,Anomaly,Mirai
105,0,0,1850.666667,1388,1388,2,2776,1,1388,0,105,Anomaly,Scan
0,0,0,2082,1388,1388,1,1388,1,1388,0,184,Normal,Normal
0,0,0,2172,1448,1448,1,1448,1,1448,0,73,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,164,Anomaly,Mirai
0,83,0,0,0,0,0,0,2,0,0,83,Normal,Normal
116,0,0,1906.666667,1430,1430,2,2860,1,1430,0,127,Anomaly,Mirai
0,1134,0,0,0,0,0,0,2,0,0,1134,Anomaly,DoS
0,145,0,0,0,0,0,0,2,0,0,145,Anomaly,Mirai
0,146,0,2172,0,1448,0,0,2,2896,0,146,Anomaly,Mirai
0,0,0,2025,1350,1350,1,1350,1,1350,0,74,Anomaly,Scan
0,0,0,2100,1400,1400,1,1400,1,1400,0,73,Anomaly,Mirai
0,75,0,2172,0,1448,0,0,2,2896,0,75,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,195,Anomaly,Mirai
0,0,0,735,1430,20,1,1430,1,20,0,230,Anomaly,Mirai
203,0,0,40,32,32,3,96,1,32,0,203,Anomaly,Mirai
0,72,0,1403,0,709,0,0,2,1418,0,72,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,4,Anomaly,Mirai
0,223,0,2172,0,1448,0,0,2,2896,0,223,Anomaly,Mirai
9,0,0,32.96969697,32,32,32,1024,1,32,1,9,Anomaly,Mirai
0,86,0,1398,0,935.3333333,0,0,3,2806,0,86,Anomaly,Mirai
0,80,0,2172,0,1448,0,0,2,2896,0,80,Anomaly,Mirai
0,4400,0,0,0,0,0,0,2,0,0,4400,Anomaly,DoS
78,0,0,0,0,0,2,0,1,0,0,78,Anomaly,MITM ARP Spoofing
0,147,0,2082,0,1388,0,0,2,2776,0,147,Anomaly,Scan
0,0,0,2145,1430,1430,1,1430,1,1430,0,118,Anomaly,Mirai
0,124,0,42,0,26,0,0,2,52,0,124,Anomaly,Mirai
0,75,0,0,0,0,0,0,2,0,0,75,Anomaly,Mirai
4,0,0,40,32,32,3,96,1,32,0,4,Anomaly,Mirai
111,0,0,1499.5,1430,854,3,4290,1,854,0,111,Anomaly,Mirai
0,0,0,1912,928,1448,1,928,1,1448,0,118,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,118,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,79,Anomaly,Mirai
4,0,0,42.66666667,32,32,2,64,1,32,0,4,Anomaly,Mirai
0,0,0,2190,1460,1460,1,1460,1,1460,0,80,Anomaly,Mirai
73,0,0,0,0,0,2,0,1,0,0,79,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,125,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,124,Anomaly,Mirai
3,0,0,38.4,32,32,4,128,1,32,1,3,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,0,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,2,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,160,Anomaly,Mirai
0,74,0,0,0,0,0,0,3,0,0,74,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,228,Anomaly,Mirai
13,0,0,36.57142857,32,32,6,192,1,32,0,13,Anomaly,Mirai
0,118,0,0,0,0,0,0,2,0,0,118,Anomaly,Scan
0,120,0,1403,0,709,0,0,2,1418,0,120,Anomaly,Mirai
0,0,0,52.5,35,35,1,35,1,35,0,13,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,81,Anomaly,Scan
71,0,0,0,0,0,2,0,1,0,0,76,Anomaly,Mirai
0,0,0,1833,806,1430,1,806,1,1430,0,146,Anomaly,Mirai
117,0,0,1906.666667,1430,1430,2,2860,1,1430,0,117,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,76,Anomaly,Mirai
16,0,0,36,32,32,7,224,1,32,1,16,Anomaly,Mirai
4,0,0,42.66666667,32,32,2,64,1,32,0,5,Anomaly,Mirai
170,0,0,1850.666667,1388,1388,2,2776,1,1388,0,336,Normal,Normal
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,184,Anomaly,Mirai
265,0,0,1398,709,1388,2,1418,1,1388,0,265,Normal,Normal
0,74,0,2082,0,1388,0,0,2,2776,0,74,Anomaly,Scan
20,0,0,37.33333333,32,32,5,160,1,32,0,20,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,183,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,147,Anomaly,Mirai
0,3389,0,0,0,0,0,0,2,0,0,3389,Anomaly,DoS
0,0,0,30,20,20,1,20,1,20,0,272,Anomaly,Mirai
0,116,0,2082,0,1388,0,0,2,2776,0,116,Anomaly,MITM ARP Spoofing
49626,40741,1,680.625,1163.666667,195.4,3,3491,5,977,813,37893,Anomaly,DoS
0,0,0,0,0,0,1,0,1,0,0,193,Anomaly,Mirai
0,76,0,0,0,0,0,0,2,0,0,76,Anomaly,Mirai
0,0,0,258.5,517,0,1,517,1,0,0,122,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,73,Anomaly,Mirai
72,0,0,0,0,0,2,0,1,0,0,72,Anomaly,Mirai
0,2072,0,0,0,0,0,0,2,0,0,2072,Anomaly,DoS
0,123,0,1403,0,709,0,0,2,1418,0,123,Anomaly,Scan
0,0,0,2145,1430,1430,1,1430,1,1430,0,115,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,302,Normal,Normal
0,0,0,0,0,0,1,0,1,0,0,71,Anomaly,Mirai
0,0,0,1460,1448,736,1,1448,1,736,0,157,Anomaly,Mirai
0,0,0,1475,90,1430,1,90,1,1430,0,235,Anomaly,Mirai
114,0,0,1654.857143,1448,1448,6,8688,1,1448,0,116,Normal,Normal
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,116,Anomaly,Mirai
0,121,0,40,0,32,0,0,4,128,0,121,Anomaly,Mirai
6,0,0,42.66666667,32,32,2,64,1,32,0,8,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,76,Anomaly,Mirai
132,0,0,1906.666667,1430,1430,2,2860,1,1430,0,132,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,6,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,72,Anomaly,Mirai
0,112,0,2172,0,1448,0,0,2,2896,0,112,Anomaly,Mirai
0,0,0,52.5,35,35,1,35,1,35,0,14,Anomaly,Mirai
0,132,0,1403,0,709,0,0,2,1418,0,132,Anomaly,Mirai
0,70,0,1850.666667,0,1388,0,0,3,4164,0,70,Anomaly,Mirai
15,0,0,36,32,32,7,224,1,32,0,15,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,122,Anomaly,Scan
0,76,0,1403,0,709,0,0,2,1418,0,76,Anomaly,Scan
0,1500,0,0,0,0,0,0,2,0,0,1500,Anomaly,DoS
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,182,Anomaly,Mirai
0,122,0,60,0,40,0,0,2,80,0,122,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,74,Anomaly,Scan
6,0,0,33.23076923,32,32,25,800,1,32,3,6,Anomaly,Mirai
0,0,0,2100,1400,1400,1,1400,1,1400,0,85,Anomaly,Mirai
81,0,0,0,0,0,2,0,1,0,0,81,Anomaly,Mirai
118,0,0,1435,960,1430,3,2880,1,1430,0,118,Anomaly,Mirai
69,0,0,1946.666667,1460,1460,2,2920,1,1460,0,70,Anomaly,Mirai
13,0,0,24,18,18,2,36,1,18,0,13,Anomaly,Mirai
133,0,0,1906.666667,1430,1430,2,2860,1,1430,0,133,Anomaly,Mirai
0,0,0,1403,30,1388,1,30,1,1388,0,121,Anomaly,Mirai
201,0,0,32.88888889,32,32,35,1120,1,32,9,201,Anomaly,Mirai
0,75,0,2082,0,1388,0,0,2,2776,0,75,Anomaly,Scan
0,120,1,465.5,0,242,0,0,2,484,0,120,Anomaly,Mirai
0,119,0,1403,0,709,0,0,2,1418,0,119,Anomaly,Scan
0,482,0,462.6666667,0,694,1,0,2,1388,0,338,Normal,Normal
7,0,0,38.4,32,32,4,128,1,32,0,7,Anomaly,Mirai
73,0,0,0,0,0,2,0,1,0,0,75,Anomaly,Scan
0,76,0,2082,0,1388,0,0,2,2776,0,76,Anomaly,MITM ARP Spoofing
125,0,0,1849.333333,1344,1430,2,2688,1,1430,0,125,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,185,Anomaly,Mirai
151,0,0,42.66666667,32,32,2,64,1,32,0,151,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,122,Anomaly,Mirai
3,0,0,42.66666667,32,32,2,64,1,32,0,3,Anomaly,Mirai
0,82,0,2172,0,1448,0,0,2,2896,0,82,Anomaly,Mirai
110,0,0,1906.666667,1430,1430,2,2860,1,1430,0,110,Anomaly,Mirai
0,122,0,1575.25,0,1213.25,0,0,4,4853,0,122,Anomaly,Mirai
81,0,0,26.66666667,20,20,2,40,1,20,0,128,Anomaly,Mirai
0,119,0,0,0,0,0,0,2,0,0,119,Anomaly,Mirai
0,121,0,1403,0,709,0,0,2,1418,0,121,Anomaly,Scan
0,84,0,1552,0,858,0,0,2,1716,0,84,Anomaly,Mirai
122,0,0,1395.5,935.3333333,1388,3,2806,1,1388,0,148,Normal,Normal
0,75,0,0,0,0,0,0,4,0,0,75,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,17,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,28,Anomaly,Mirai
73,0,0,0,0,0,2,0,1,0,0,73,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,121,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,82,Anomaly,Mirai
10,0,0,42.66666667,32,32,2,64,1,32,0,10,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,174,Anomaly,Mirai
220,0,0,36.57142857,32,32,6,192,1,32,0,220,Anomaly,Mirai
0,127,0,2082,0,1388,0,0,2,2776,0,127,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,187,Anomaly,Mirai
0,122,0,41.33333333,0,28,0,0,3,84,0,122,Anomaly,Mirai
0,128,0,1403,0,709,0,0,2,1418,0,128,Anomaly,Mirai
0,73,0,48,0,32,0,0,2,64,0,73,Anomaly,Mirai
78,0,0,1787.5,1430,1430,3,4290,1,1430,0,78,Anomaly,Mirai
0,119,0,44,0,30.66666667,0,0,3,92,0,119,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,119,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,193,Anomaly,Mirai
0,126,0,44,0,34,0,0,4,136,0,126,Anomaly,Mirai
0,0,0,27,18,18,1,18,1,18,0,6,Anomaly,Mirai
73,0,0,1587.5,1163.333333,1430,3,3490,1,1430,0,121,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,258,Anomaly,Mirai
116,0,0,730,960,20,3,2880,1,20,0,116,Anomaly,Mirai
0,3244,0,0,0,0,0,0,2,0,0,3244,Anomaly,DoS
0,2863,0,0,0,0,0,0,2,0,0,2863,Anomaly,DoS
0,0,0,2082,1388,1388,1,1388,1,1388,0,75,Anomaly,Mirai
74,0,0,0,0,0,2,0,1,0,0,81,Anomaly,Scan
0,73,0,2082,0,1388,0,0,2,2776,0,73,Anomaly,MITM ARP Spoofing
0,291,0,48,0,32,0,0,2,64,0,291,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,144,Anomaly,Mirai
14,0,0,37.33333333,32,32,5,160,1,32,0,14,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,235,Anomaly,Mirai
0,119,0,1403,0,709,0,0,2,1418,0,119,Anomaly,Scan
15,0,0,42.66666667,32,32,2,64,1,32,0,15,Anomaly,Mirai
219,0,0,1395.5,935.3333333,1388,3,2806,1,1388,0,219,Normal,Normal
0,5985,0,0,0,0,0,0,2,0,0,5985,Anomaly,DoS
44,0,0,40,32,32,3,96,1,32,0,44,Anomaly,Mirai
0,85,0,1403,0,709,0,0,2,1418,0,85,Anomaly,Scan
0,0,0,1515,170,1430,1,170,1,1430,0,73,Anomaly,Mirai
77,0,0,1716,1430,1430,4,5720,1,1430,0,77,Anomaly,Mirai
74,0,0,0,0,0,2,0,1,0,0,74,Anomaly,MITM ARP Spoofing
6,0,0,40,32,32,3,96,1,32,0,10,Anomaly,Mirai
0,432,0,0,0,0,0,0,2,0,0,432,Normal,Normal
0,0,0,2145,1430,1430,1,1430,1,1430,0,243,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,3,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,71,Normal,Normal
82,0,0,425,637.5,0,2,1275,1,0,0,82,Anomaly,Mirai
0,74,0,1850.666667,0,1388,0,0,3,4164,0,74,Anomaly,Scan
0,82,0,2172,0,1448,0,0,2,2896,0,82,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,157,Anomaly,Mirai
0,74,0,2082,0,1388,0,0,2,2776,0,74,Anomaly,MITM ARP Spoofing
0,2698,0,0,0,0,0,0,2,0,0,2698,Anomaly,DoS
100,0,0,42.66666667,32,32,2,64,1,32,0,100,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,179,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,258,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,77,Anomaly,Mirai
0,139,0,2082,0,1388,0,0,2,2776,0,139,Anomaly,MITM ARP Spoofing
0,0,0,1631,402,1430,1,402,1,1430,0,173,Anomaly,Mirai
12,0,0,37.33333333,32,32,5,160,1,32,1,12,Anomaly,Mirai
0,72,0,2082,0,1388,0,0,2,2776,0,72,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,122,Anomaly,Mirai
0,4096,0,0,0,0,0,0,2,0,0,4096,Anomaly,DoS
0,2667,0,0,0,0,0,0,2,0,0,2667,Anomaly,DoS
0,73,0,1850.666667,0,1388,0,0,3,4164,0,73,Anomaly,MITM ARP Spoofing
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,228,Anomaly,Mirai
0,3183,0,0,0,0,0,0,2,0,0,3183,Anomaly,DoS
123,0,0,1906.666667,1430,1430,2,2860,1,1430,0,123,Anomaly,Mirai
0,2869,0,0,0,0,0,0,2,0,0,2869,Anomaly,DoS
71,0,0,0,0,0,2,0,1,0,0,71,Anomaly,Mirai
37,0,0,22.5,18,18,3,54,1,18,0,37,Anomaly,Mirai
0,407,0,0,0,0,0,0,2,0,0,407,Normal,Normal
0,0,0,0,0,0,1,0,1,0,0,75,Anomaly,Scan
121,0,0,1442.666667,734,1430,2,1468,1,1430,0,121,Anomaly,Mirai
0,0,0,52.5,35,35,1,35,1,35,0,7,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,143,Anomaly,Scan
197,0,0,42.66666667,32,32,2,64,1,32,0,197,Anomaly,Mirai
0,122,0,2172,0,1448,0,0,2,2896,0,122,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,114,Anomaly,Scan
0,77,0,2172,0,1448,0,0,2,2896,0,77,Anomaly,MITM ARP Spoofing
0,0,0,0,0,0,1,0,1,0,0,82,Anomaly,MITM ARP Spoofing
212,0,0,42.66666667,32,32,2,64,1,32,0,212,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,262,Anomaly,Mirai
0,75,0,44,0,34,0,0,4,136,0,75,Anomaly,Mirai
0,8194,0,0,0,0,0,0,2,0,0,8194,Anomaly,DoS
0,111,0,2172,0,1448,0,0,2,2896,0,111,Anomaly,Mirai
28,0,0,33.77777778,32,32,17,544,1,32,0,28,Anomaly,Mirai
27,0,0,40,32,32,3,96,1,32,0,27,Anomaly,Mirai
0,0,0,2100,1400,1400,1,1400,1,1400,0,121,Anomaly,Mirai
0,0,0,2082,1388,1388,1,1388,1,1388,0,74,Anomaly,Scan
5,0,0,40,32,32,3,96,1,32,0,13,Anomaly,Mirai
9,0,0,33.14285714,32,32,27,864,1,32,1,9,Anomaly,Mirai
0,82,0,0,0,0,0,0,4,0,0,82,Anomaly,Mirai
135,0,0,1393,1116.4,1388,5,5582,1,1388,0,135,Normal,Normal
7,0,0,42.66666667,32,32,2,64,1,32,0,7,Anomaly,Mirai
70,0,0,0,0,0,2,0,1,0,0,71,Anomaly,Mirai
5,0,0,37.33333333,32,32,5,160,1,32,0,10,Anomaly,Mirai
0,72,0,48.33333333,0,48.33333333,0,0,3,145,0,72,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,117,Anomaly,Mirai
0,76,0,50.66666667,0,37.33333333,0,0,3,112,0,76,Anomaly,Mirai
23,0,0,32.8,32,32,39,1248,1,32,2,23,Anomaly,Mirai
71,0,0,1787.5,1430,1430,3,4290,1,1430,0,72,Anomaly,Mirai
0,422,0,0,0,0,0,0,2,0,0,422,Normal,Normal
70,0,0,0,0,0,2,0,1,0,0,71,Anomaly,Mirai
0,76,0,0,0,0,0,0,3,0,0,76,Anomaly,MITM ARP Spoofing
0,0,0,48,32,32,1,32,1,32,0,12,Anomaly,Mirai
0,0,0,1600,304,1448,1,304,1,1448,0,77,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,81,Anomaly,Scan
0,4254,0,0,0,0,0,0,2,0,0,4254,Anomaly,DoS
7,0,0,46.66666667,35,35,2,70,1,35,0,12,Anomaly,Mirai
76,0,0,0,0,0,2,0,1,0,0,76,Anomaly,Scan
0,0,0,2172,1448,1448,1,1448,1,1448,0,120,Anomaly,Mirai
0,0,0,2161.5,1441,1441,1,1441,1,1441,0,78,Anomaly,Mirai
0,3838,0,0,0,0,0,0,2,0,0,3838,Anomaly,DoS
0,78,0,2172,0,1448,0,0,2,2896,0,78,Anomaly,Mirai
0,113,0,2172,0,1448,0,0,2,2896,0,113,Anomaly,MITM ARP Spoofing
0,0,0,2145,1430,1430,1,1430,1,1430,0,195,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,202,Anomaly,Mirai
0,122,0,1403,0,709,0,0,2,1418,0,122,Anomaly,Scan
0,74,0,1720.666667,0,1238,0,0,3,3714,0,74,Anomaly,Mirai
0,0,0,58,38,39,1,38,1,39,0,147,Anomaly,Mirai
0,75,0,56,0,36,0,0,2,72,0,75,Anomaly,Mirai
0,71,0,2082,0,1388,0,0,2,2776,0,71,Anomaly,Scan
13,0,0,46.66666667,35,35,2,70,1,35,0,13,Anomaly,Mirai
11,0,0,34.90909091,32,32,10,320,1,32,0,11,Anomaly,Mirai
72,0,0,1716,1430,1430,4,5720,1,1430,0,78,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,197,Anomaly,Mirai
0,83,0,40,0,32,0,0,4,128,0,83,Anomaly,Mirai
73,0,0,1930.666667,1448,1448,2,2896,1,1448,0,75,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,80,Anomaly,Mirai
0,113,0,2082,0,1388,0,0,2,2776,0,113,Anomaly,MITM ARP Spoofing
0,0,0,48,32,32,1,32,1,32,0,5,Anomaly,Mirai
0,77,0,0,0,0,0,0,3,0,0,77,Anomaly,Scan
58,0,0,34,32,32,15,480,1,32,0,58,Anomaly,Mirai
0,0,0,0,0,0,1,0,1,0,0,125,Anomaly,Mirai
0,0,0,2145,1430,1430,1,1430,1,1430,0,91,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,97,Anomaly,Mirai
78,0,0,0,0,0,2,0,1,0,0,78,Anomaly,Mirai
0,122,0,0,0,0,0,0,2,0,0,122,Anomaly,MITM ARP Spoofing
0,0,0,2121,1382,1430,1,1382,1,1430,0,119,Anomaly,Mirai
0,0,0,48,32,32,1,32,1,32,0,13,Anomaly,Mirai
128,0,0,1398,709,1388,2,1418,1,1388,0,128,Normal,Normal
74,0,0,0,0,0,2,0,1,0,0,76,Anomaly,Scan
0,0,0,52.5,35,35,1,35,1,35,0,7,Anomaly,Mirai
0,147,0,0,0,0,0,0,3,0,0,147,Anomaly,Mirai
5,0,0,40,32,32,3,96,1,32,0,5,Anomaly,Mirai
0,0,0,2172,1448,1448,1,1448,1,1448,0,115,Anomaly,Mirai
